#,ID,Title,Authors,Year,Source.title..Please..make.sure.to.enter.this.correctly..we.needed.to.check.if.it.belongs.to.predatory.journals.,Volume,Issue,Art_No,Page_start,Page_end,Page_count,Cited_by,DOI,Link,Exclusion_reason
1085,1240,"How does landscape use influence small mammal diversity, abundance and biomass in hedgerow networks of farming landscapes?","Michel, Nadia; Burel, Francoise; Butet, Alain",2006,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,30,NA,NA,11,20,NA,NA,10.1016/j.actao.2005.12.006,NA,Missing data
1086,1241,Weed community as an indicator of summer crop yield and site quality,"Suarez, S.A.; de la Fuente, E.B.; Ghersa, C.M.; Leon, R.J.C.",2001,AGRONOMY JOURNAL,93,NA,NA,524,530,NA,NA,NA,NA,Not compare simplifiedd vs diversified
1087,1242,Agricultural intensification and farmland birds: new insights from a central european country,"Reif, J.; Vorisek, P.; Stastny, K.; Bejcek, V.; Petr, J.",2008,IBIS,150,NA,NA,596,605,NA,NA,10.1111/j.1474-919X.2008.00829.x,NA,Secondary data
1088,1243,Arable field margins managed for biodiversity conservation: a review of food resource provision for farmland birds,"Vickery, Juliet A.; Feber, Ruth E.; Fuller, Robert J.",2009,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,133,NA,NA,1,13,NA,NA,10.1016/j.agee.2009.05.012,NA,It's a meta-analysis or review
1089,1244,"Plant and bird diversity in rubber agroforests in the lowlands of sumatra, indonesia","Beukema, H.; Danielsen, F. Vincent, G.; Hardiwinoto, S.; van Andel, J.",2007,AGROFORESTRY SYSTEMS,70,NA,NA,217,242,NA,NA,10.1007/s10457-007-9037-x,NA,Missing data
1090,1245,Local and landscape factors determine functional bird diversity in indonesian cacao agroforestry,"Clough, Y.; Putra, D.D., Pitopang, R.; Tscharntke, T.",2009,BIOLOGICAL CONSERVATION,142,NA,NA,1032,1041,NA,NA,10.1016/j.biocon.2008.12.027,NA,Different Output 
1091,1246,Effect of field margins on moths depends on species mobility: field-based evidence for landscape-scale conservation,"Merckx, T.; Feber, R. E.; Dulieu, R.L.; Townsend, M.C.; Parsons, Mark S.; Bourn, N.A.D.; Riordan, P.; MacDonald, D.W.",2009,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,129,NA,NA,302,309,NA,NA,10.1016/j.agee.2008.10.004,NA,Not compare simplifiedd vs diversified
1092,1247,Effects of reforestation and intensified land use on vascular plant species richness in traditionally managed hay meadows,"Myklestad, A.; Saetersdal, M.",2003,ANNALES BOTANICI FENNICI,40,NA,NA,423,441,NA,NA,NA,NA,Not compare simplifiedd vs diversified
1093,1248,"Local and regional macroinvertebrate diversity in the wetlands of a cleared agricultural landscape in south-western victoria, australia","Robson, BJ; Clay, CJ",2005,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,15,NA,NA,403,414,NA,NA,10.1002/aqc.675,NA,Not compare simplifiedd vs diversified
1094,1249,Resource availability and habitat use by mantled howling monkeys in a nicaraguan coffee plantation: can agroforests serve as core habitat for a forest mammal?,"Williams-Guillen, K.; McCann, C.; Sanchez, J.C.M.; Koontz, F.",2006,Animal Conservation,9,NA,NA,NA,NA,NA,NA,NA,NA,Missing data
1095,1250,Spatial relationships between intensive land cover and residual plant species diversity in temperate farmed landscapes,"Smart, S.M.; Marrs, R.H.; Le Duc, M.G.; Thompson, K.; Bunce, R.G.H.; Firbank, L.G.; Rossall, M.J.",2006,JOURNAL OF APPLIED ECOLOGY,43,NA,NA,1128,1137,NA,NA,10.1111/j.1365-2664.2006.01231.x,NA,Secondary data
1096,1251,Contrasting effects of natural habitat loss on generalist and specialist aphid natural enemies,"Rand, T.A.; Tscharntke, T.",2007,OIKOS,116,NA,NA,1353,1362,NA,NA,10.1111/j.2007.0030-1299.15871.x,NA,Not compare simplifiedd vs diversified
1097,1252,Contrasting resource-dependent responses of hoverfly richness and density to landscape structure,"Meyer, B.; Jauker, F.; Steffan-Dewenter, I.",2009,BASIC AND APPLIED ECOLOGY,10,NA,NA,178,186,NA,NA,10.1016/j.baae.2008.01.001,NA,Not compare simplifiedd vs diversified
1098,1253,The response of a new guinean avifauna to conversion of forest to small-scale agriculture,"Marsden, S.J.; Symes, C.T.; Mack, Andrew L.",2006,IBIS,148,NA,NA,629,640,NA,NA,10.1111/j.1474-919X.2006.00577.x,NA,Not compare simplifiedd vs diversified
1099,1254,Spatial analysis of habitat quality in a fragmented population of little bustard (tetrax tetrax): implications for conservation,"Garcia, J.; Suarez-Seoane, S.; Miquelez, D.; Osborne, P.E.; Zumalacarregui, C.",2007,BIOLOGICAL CONSERVATION,137,NA,NA,45,56,NA,NA,10.1016/j.biocon.2007.01.013,NA,Not compare simplifiedd vs diversified
1100,1255,Habitat selection by the spur-thighed tortoise testudo graeca in a multisuccessional landscape: implications for habitat management,"Anadon, J. D.; Gimenez, A.; Perez, I.; Martinez, M.; Esteve, M. A.",2006,BIODIVERSITY AND CONSERVATION,15,NA,NA,2287,2299,NA,NA,10.1007/s10531-004-8226-4,NA,Not compare simplifiedd vs diversified
1101,1256,Multiscale and surface pattern analysis of the effect of landscape pattern on carabid beetles distribution,"Gaucherel, C.; Burel, F.; Baudry, J.",2007,ECOLOGICAL INDICATORS,7,NA,NA,598,609,NA,NA,10.1016/j.ecolind.2006.07.002,NA,Irrelevant 
1102,1257,Assessing the impact of entry level stewardship on lowland farmland birds in england,"Davey, Catherine M.; Vickery, Juliet A.; Boatman, Nigel D.; Chamberlain, Dan E.; Parry, Hazel R.; Siriwardena, Gavin M.",2010,IBIS,152,NA,NA,459,474,NA,NA,NA,NA,Secondary data
1103,1258,Factors affecting the realized niche of common sunflower (helianthus annuus) in ridge-tillage corn,"Burton, M.G.; Mortensen, D.A.; Marx, D.B.; Lindquist, J.L.",2004,WEED SCIENCE,52,NA,NA,779,787,NA,NA,10.1614/P2001-101,NA,Irrelevant 
1104,1259,Spatial and structural uniformity of lowland agricultural grassland in england: a context for low biodiversity,"Tallowin, J.R.B.; Smith, R.E.N.; Goodyear, J.; Vickery, J.A.",2005,GRASS AND FORAGE SCIENCE,60,NA,NA,225,236,NA,NA,10.1111/j.1365-2494.2005.00470.x,NA,Not compare biodiversity
1105,1260,"Occurrence pattern of pararge aegeria (lepidoptera : nymphalidae) with respect to local habitat suitability, climate and landscape structure","Schweiger, O.; Dormann, C.F.; Bailey, D.; Frenzel, M.",2006,LANDSCAPE ECOLOGY,21,NA,NA,989,1001,NA,NA,10.1007/s10980-005-6057-7,NA,Not compare simplifiedd vs diversified
1106,1261,Positive short-term effects of sheep grazing on the alpine avifauna,"Loe, L.E.; Mysterud, A.; Stien, A.; Steen, H.; Evans, D.M.; Austrheim, G.",2007,BIOLOGY LETTERS,3,NA,NA,109,111,NA,NA,10.1098/rsbl.2006.0571,NA,Not compare biodiversity
1107,1262,"Biodiversity and ecological value of conservation lands in agricultural landscapes of southern ontario, canada","Milne, R.J.; Bennett, L.P.",2007,LANDSCAPE ECOLOGY,22,NA,NA,657,670,NA,NA,10.1007/s10980-006-9063-5,NA,It's a meta-analysis or review
1108,1263,Variation in the abundance of fungal endophytes in fescue grasses along altitudinal and grazing gradients,"Granath, G.; Vicari, M.; Bazely, D.R.; Ball, J.P.; Puentes, A.; Rakocevic, T.",2007,ECOGRAPHY,30,NA,NA,422,430,NA,NA,10.1111/j.2007.0906-7590.05027.x,NA,Not compare simplifiedd vs diversified
1109,1264,Effects of age and intensity of urbanization on farmland bird communities,"Filippi-Codaccioni, O.; Devictor, V.; Clobert, J.; Julliard, R.",2008,BIOLOGICAL CONSERVATION,141,NA,NA,2698,2707,NA,NA,10.1016/j.biocon.2008.08.006,NA,Irrelevant 
1110,1265,Regional population viability of grassland songbirds: effects of agricultural management,"Perlut, N.G.; Strong, A.M.; Donovan, T.M.; Buckley, N.J.",2008,BIOLOGICAL CONSERVATION,141,NA,NA,3139,3151,NA,NA,10.1016/j.biocon.2008.09.011,NA,Not compare biodiversity
1111,1266,Impact of farm size and topography on plant and insect diversity of managed grasslands in the alps,"Marini, L.; Fontana, P.; Klimek, S.; Battisti, A., Gaston, K.J.",2009,BIOLOGICAL CONSERVATION,142,NA,NA,394,403,NA,NA,10.1016/j.biocon.2008.10.034,NA,Not compare biodiversity
1112,1267,Biodiversity and land uses at a regional scale: is agriculture the biggest threat for reptile assemblages?,"Ribeiro, R.; Santos, X.; Sillero, N.; Carretero, M.A.; Llorente, G.A.",2009,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,35,NA,NA,327,334,NA,NA,10.1016/j.actao.2008.12.003,NA,Not compare simplifiedd vs diversified
1113,1268,Importance of various habitats in agricultural landscape related to integrated pest-management - a preliminary-study,"KISS, J.; KADAR, F.; KOZMA, E.; TOTH, I.",1993,LANDSCAPE AND URBAN PLANNING,27,NA,NA,191,198,NA,NA,10.1016/0169-2046(93)90049-J,NA,Not compare simplifiedd vs diversified
1114,1269,"Functional groups' of bird species, biodiversity and landscapes in scotland","French, D.D.; Picozzi, N.",2002,JOURNAL OF BIOGEOGRAPHY,29,NA,NA,231,259,NA,NA,10.1046/j.1365-2699.2002.00664.x,NA,Irrelevant 
1115,1270,How does forest landscape structure explain tree species richness in a mediterranean context?,"Torras, O.; Gil-Tena, A.; Saura, S.",2008,BIODIVERSITY AND CONSERVATION,17,NA,NA,1227,1240,NA,NA,10.1007/s10531-007-9277-0,NA,Forest plantation or natural land
1116,1271,"Differential responses of amphibians and reptiles in riparian and stream habitats to land use disturbances in western georgia, usa","Barrett, K.; Guyer, C.",2008,BIOLOGICAL CONSERVATION,141,NA,NA,2290,2300,NA,NA,10.1016/j.biocon.2008.06.019,NA,Not compare simplifiedd vs diversified
1117,1272,The effect of grazing on bumblebees in the high rangelands of the eastern tibetan plateau of sichuan,"Xie, Z.; Williams, Paul H.; Tang, Y.",2008,JOURNAL OF INSECT CONSERVATION,12,NA,NA,695,703,NA,NA,10.1007/s10841-008-9180-3,NA,Not compare biodiversity
1118,1273,Effects of crop diversification and low pesticide inputs on bird populations on arable land,"Henderson, I.G.; Ravenscroft, N.; Smith, G.; Holloway, S.",2009,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,129,NA,NA,149,156,NA,NA,10.1016/j.agee.2008.08.014,NA,Not compare biodiversity
1119,1274,Pervasive effects of dispersal limitation on within- and among-community species richness in agricultural landscapes,"Hendrickx, F.; Maelfait, J.P.; Desender, K.; Aviron, S.; Bailey, D.; Diekotter, T.; Lens, L.; Liira, J.; Schweiger, O.; Speelmans, M.; Vandomme, V.; Bugter, R.",2009,GLOBAL ECOLOGY AND BIOGEOGRAPHY,18,NA,NA,607,616,NA,NA,10.1111/j.1466-8238.2009.00473.x,NA,Not compare simplifiedd vs diversified
1120,1275,Homogenization of lepidopteran communities in intensively cultivated agricultural landscapes,"Ekroos, J.; Heliola, J.; Kuussaari, M.",2010,JOURNAL OF APPLIED ECOLOGY,47,NA,NA,459,467,NA,NA,10.1111/j.1365-2664.2009.01767.x,NA,Not compare simplifiedd vs diversified
1121,1276,Response of riparian avifauna to percentage and pattern of woody cover in an agricultural landscape,"Perkins, A.W.; Johnson, B,J.; Blankenship, E.E.",2003,WILDLIFE SOCIETY BULLETIN,31,NA,NA,642,660,NA,NA,NA,NA,Forest plantation or natural land
1122,1277,Discrimination between agricultural management and the hedge effect in pear orchards (south-eastern france),"Debras, J.F.; Torre, F.; Rieux, R.; Kreiter, S.; Garcin, M. S.; Van Helden, M.; Buisson, E.; Dutoit, T.",2006,ANNALS OF APPLIED BIOLOGY,149,NA,NA,347,355,NA,NA,10.1111/j.1744-7348.2006.00102.x,NA,Not compare simplifiedd vs diversified
1123,1278,Testing the generality of patch and landscape-level predictors of tree squirrel occurrence at a regional scale,"Swihart, Robert K.; Goheen, Jacob R.; Schnelker, Sabrina A.; Rizkalla, Carol E.",2007,JOURNAL OF MAMMALOGY,88,NA,NA,564,572,NA,NA,10.1644/06-MAMM-A-275R.1,NA,Forest plantation or natural land
1124,1280,Responses of chilean forest birds to anthropogenic habitat fragmentation across spatial scales,"Vergara, P.M.; Armesto, J.J.",2009,LANDSCAPE ECOLOGY,24,NA,NA,25,38,NA,NA,10.1007/s10980-008-9275-y,NA,Forest plantation or natural land
1125,1281,Conservation value of cacao agroforestry for amphibians and reptiles in south-east asia: combining correlative models with follow-up field experiments,"Wanger, T.C.; Saro, A.; Iskandar, D.T.; Brook, B.W.; Sodhi, N.S.; Clough, Y.; Tscharntke, T.",2009,JOURNAL OF APPLIED ECOLOGY,46,NA,NA,823,832,NA,NA,10.1111/j.1365-2664.2009.01663.x,NA,Not compare simplifiedd vs diversified
1126,1282,Multifunctional use of a natural resource on farmland: wild pheasant (phasianus colchicus) management and the conservation of farmland passerines,"Stoate, C.",2002,BIODIVERSITY AND CONSERVATION,11,NA,NA,561,573,NA,NA,10.1023/A:1015564806990,NA,Not compare simplifiedd vs diversified
1127,1283,Using conservation plans and bird monitoring to evaluate ecological effects of management: an example with fuels reduction activities in southwest oregon,"Alexander, J.D.; Seavy, N.E.; Hosten, P.E.",2007,FOREST ECOLOGY AND MANAGEMENT,238,NA,NA,375,383,NA,NA,10.1016/j.foreco.2006.11.003,NA,Forest plantation or natural land
1128,1284,"Diversity of soil mites (acari : oribatida, mesostigmata) along a gradient of land use types in new york","Minor, M. A.; Cianciolo, J. M.",2007,APPLIED SOIL ECOLOGY,35,NA,NA,140,153,NA,NA,10.1016/j.apsoil.2006.05.004,NA,Not compare simplifiedd vs diversified
1129,1285,Hedgerows in an agri-natural landscape: potential habitat value for native bees,"Hannon, L.E.; Sisk, T.D.",2009,BIOLOGICAL CONSERVATION,142,NA,NA,2140,2154,NA,NA,10.1016/j.biocon.2009.04.014,NA,Not compare simplifiedd vs diversified
1130,1287,Benefits of habitat restoration to small mammal diversity and abundance in a pastoral agricultural landscape in mid-wales,"Moro, D.; Gadal, S.",2007,BIODIVERSITY AND CONSERVATION,16,NA,NA,3543,3557,NA,NA,10.1007/s10531-006-9104-z,NA,Not compare simplifiedd vs diversified
1131,1288,Multi-scale responses of plant species diversity in semi-natural buffer strips to agricultural landscapes,"Ma, M.",2008,APPLIED VEGETATION SCIENCE,11,NA,NA,269,278,NA,NA,10.3170/2008-7-18426,NA,Not compare simplifiedd vs diversified
1132,1289,Does organic farming benefit farmland birds in winter?,"Chamberlain, D.E.; Joys, A.; Johnson, P. J.; Norton, L.; Feber, R. E.; Fuller, R. J.",2010,BIOLOGY LETTERS,6,NA,NA,82,84,NA,NA,10.1098/rsbl.2009.0643,NA,Not compare biodiversity
1133,1290,Specialist response to proportion of arable land and pesticide input in agricultural landscapes,"Filippi-Codaccioni, O.; Devictor, V.; Bas, Y.; Clobert, J.; Julliard, R.",2010,BIOLOGICAL CONSERVATION,143,NA,NA,883,890,NA,NA,10.1016/j.biocon.2009.12.035,NA,Not compare biodiversity
1134,1291,Consequences of less intensive farming on the landscape: an example of vegetation dominance by chaerophyllum aureum in the meadows of a pyrenean valley in france,"Magda, D.; Gonnet, J.F.",2001,LANDSCAPE ECOLOGY,16,NA,NA,491,500,NA,NA,10.1023/A:1013136625880,NA,Not compare simplifiedd vs diversified
1135,1292,The role of semi-natural and abandoned vegetation patches in sustaining lepidopteran diversity in an organic olive orchard,"Scalercio, S.; Iannotta, N.; Brandmayr, P.",2007,BULLETIN OF INSECTOLOGY,60,NA,NA,13,22,NA,NA,NA,NA,Not compare simplifiedd vs diversified
1136,1293,Breeding success of tree swallows along a gradient of agricultural intensification,"Ghilain, A.; Belisle, M.",2008,ECOLOGICAL APPLICATIONS,18,NA,NA,1140,1154,NA,NA,10.1890/07-1107.1,NA,Not compare simplifiedd vs diversified
1137,1294,Effects of patch characteristics and isolation on relative abundance of the scarce heath butterfly coenonympha hero (nymphalidae),"Cassel-Lundhagen, A.; Sjogren-Gulve, P.; Berglind, S.",2008,JOURNAL OF INSECT CONSERVATION,12,NA,NA,477,482,NA,NA,10.1007/s10841-007-9083-8,NA,Irrelevant 
1138,1295,Biodiversity benefits of alley farming with old man saltbush in central western new south wales,"Seddon, Julian; Doyle, Stuart; Bourne, Mark; Maccallum, Richard; Briggs, Sue",2009,ANIMAL PRODUCTION SCIENCE,49,NA,NA,860,868,NA,NA,10.1071/EA08280,NA,Unavailable study
1139,1296,"Impact of land use on vegetation composition, diversity and potentially invasive, nitrophilous clonal species in a wetland region in flanders","De Cauwer, Benny; Reheul, Dirk",2009,AGRONOMY FOR SUSTAINABLE DEVELOPMENT,29,NA,NA,277,285,NA,NA,10.1051/agro:2008049,NA,Not compare biodiversity
1140,1297,Effects of local and landscape-scale habitat variables on abundance and reproductive success of wetland birds,"Tozer, Douglas C.; Nol, Erica; Abraham, Kenneth F.",2010,WETLANDS ECOLOGY AND MANAGEMENT,18,NA,NA,679,693,NA,NA,10.1007/s11273-010-9187-x,NA,Not compare simplifiedd vs diversified
1141,1298,The importance of local processes to landscape patterns of grassland vegetation diversity,"White, TA; Moore, KJ; Barkert, DJ",2004,NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,47,NA,NA,199,207,NA,NA,NA,NA,Not compare biodiversity
1142,1299,"Landscape effects on waterbird densities in california rice fields: taxonomic differences, scale-dependence, and conservation implications","Elphick, Chris S.",2008,WATERBIRDS,31,NA,NA,62,69,NA,NA,10.1675/1524-4695(2008)31[62:LEOWDI]2.0.CO;2,NA,Not compare simplifiedd vs diversified
1143,1300,Landscape effects of transgenic cotton on non-target ants and beetles,"Carriere, Yves; Ellers-Kirk, Christa; Cattaneo, Manda G.; Yafuso, Christine M.; Antilla, Larry; Huang, Cho-Ying; Rahman, Magfurar; Orr, Barron J.; Marsh, Stuart E.",2009,BASIC AND APPLIED ECOLOGY,10,NA,NA,597,606,NA,NA,10.1016/j.baae.2008.10.010,NA,Not compare simplifiedd vs diversified
1144,1301,Bird diversity and seed dispersal along a human land-use gradient: high seed removal in structurally simple farmland,"Breitbach, Nils; Laube, Irina; Steffan-Dewenter, Ingolf; Boehning-Gaese, Katrin",2010,OECOLOGIA,162,NA,NA,965,976,NA,NA,10.1007/s00442-009-1547-y,NA,Not compare simplifiedd vs diversified
1145,1302,Inventorying management status and plant species richness in semi-natural grasslands using high spatial resolution imagery,"Hall, K.; Johansson, L. J.; Sykes, M. T.; Reitalu, T.; Larsson, K.; Prentice, H. C.",2010,APPLIED VEGETATION SCIENCE,13,NA,NA,221,233,NA,NA,10.1111/j.1654-109X.2009.01063.x,NA,Not compare simplifiedd vs diversified
1146,1303,Crop use by introduced bird species in winter in relation to crop structure and seed resources,"MacLeod, Catriona J.; Till, Andreas",2007,BIRD STUDY,54,NA,NA,80,86,NA,NA,NA,NA,Irrelevant 
1147,1304,Forest types for biodiversity assessment at regional level: the case study of sicily (italy),"Cullotta, Sebastiano; Marchetti, Marco",2007,EUROPEAN JOURNAL OF FOREST RESEARCH,126,NA,NA,431,447,NA,NA,10.1007/s10342-006-0166-y,NA,Irrelevant 
1148,1305,Scale-dependent effects of windthrow disturbance on forest arthropod communities,"Hirao, Toshihide; Murakami, Masashi; Iwamoto, Jiro; Takafumi, Hino; Oguma, Hiroyuki",2008,ECOLOGICAL RESEARCH,23,NA,NA,189,196,NA,NA,10.1007/s11284-007-0370-3,NA,Irrelevant 
1149,1306,Habitat relationships of diurnal raptors at local and landscape scales in southern temperate grasslands of argentina,"Pedrana, Julieta; Isacch, Juan Pablo; Bo, Maria Susana",2008,EMU,108,NA,NA,301,310,NA,NA,10.1071/MU07075,NA,Not compare simplifiedd vs diversified
1150,1307,Changes of dominant ground beetles in black pine forests with fire severity and successional age,"Rodrigo, Anselm; Sarda-Palomera, Francesc; Bosch, Jordi; Retana, Javier",2008,ECOSCIENCE,15,NA,NA,442,452,NA,NA,10.2980/15-4-3117,NA,Not compare simplifiedd vs diversified
1151,1308,Trophic level modulates carabid beetle responses to habitat and landscape structure: a pan-european study,"Vanbergen, Adam J.; Woodcock, Ben A.; Koivula, Matti; Niemela, Jari; Kotze, D. Johan; Bolger, Tom; Golden, Valerie; Dubs, Florence; Boulanger, Guillaume; Serrano, Jose; Luis Lencina, Jose; Serrano, Artur; Aguiar, Carlos; Grandchamp, Anne-Catherine; Stofer, Silvia; Szel, Gyoezoe; Ivits, Eva; Adler, Petra; Markus, Jochum; Watt, Allan D.",2010,ECOLOGICAL ENTOMOLOGY,35,NA,NA,226,235,NA,NA,10.1111/j.1365-2311.2010.01175.x,NA,Different Output 
1152,1309,Avifauna trends following changes in a mediterranean upland pastoral system,"Fonderflick, Jocelyn; Caplat, Paul; Lovaty, Francois; Thevenot, Michel; Prodon, Roger",2010,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,137,NA,NA,337,347,NA,NA,10.1016/j.agee.2010.03.004,NA,Different Output 
1153,1310,Towards practices favourable to plant diversity in hybrid poplar plantations,"Archaux, Frederic; Chevalier, Richard; Berthelot, Alain",2010,FOREST ECOLOGY AND MANAGEMENT,259,NA,NA,2410,2417,NA,NA,10.1016/j.foreco.2010.03.017,NA,Not compare simplifiedd vs diversified
1154,1311,Organic farming at local and landscape scales benefits plant diversity,"Rundlof, Maj; Edlund, Mathilda; Smith, Henrik G.",2010,ECOGRAPHY,33,NA,NA,514,522,NA,NA,10.1111/j.1600-0587.2009.05938.x,NA,Not compare biodiversity
1155,1312,Prediction of changes in the occurrence of forest herbs in hedgerow networks along a climate gradient in north-western europe,"Wehling, Stephan; Diekmann, Martin",2010,BIODIVERSITY AND CONSERVATION,19,NA,NA,2537,2552,NA,NA,10.1007/s10531-010-9858-1,NA,Irrelevant 
1156,1313,Responses of common buzzard (buteo buteo) and eurasian kestrel (falco tinnunculus) to land use changes in agricultural landscapes of western france,"Butet, Alain; Michel, Nadia; Rantier, Yann; Comor, Vincent; Hubert-Moy, Laurence; Nabucet, Jean; Delettre, Yannick",2010,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,138,NA,NA,152,159,NA,NA,10.1016/j.agee.2010.04.011,NA,Forest plantation or natural land
1157,1314,"Plant species richness, composition and habitat specificity in a norwegian agricultural landscape","Hamre, Liv N.; Halvorsen, Rune; Edvardsen, Anette; Rydgren, Knut",2010,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,138,NA,NA,189,196,NA,NA,10.1016/j.agee.2010.04.018,NA,Forest plantation or natural land
1158,1315,Effects of management on invertebrates and birds in extensively used grassland of poland,"Hoste-Danylow, Alexia; Romanowski, Jerzy; Zmihorski, Michal",2010,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,139,NA,NA,129,133,NA,NA,10.1016/j.agee.2010.07.009,NA,Not compare simplifiedd vs diversified
1159,1316,"Landscape complexity differentially affects alpha, beta, and gamma diversities of plants occurring in fencerows and crop fields","Poggio, Santiago L.; Chaneton, Enrique J.; Ghersa, Claudio M.",2010,BIOLOGICAL CONSERVATION,143,NA,NA,2477,2486,NA,NA,10.1016/j.biocon.2010.06.014,NA,Different Output 
1160,1317,"Weed and arthropod communities in soyabean as related to crop productivity and land use in the rolling pampa, argentina","de la Fuente, E. B.; Perelman, S.; Ghersa, C. M.",2010,WEED RESEARCH,50,NA,NA,561,571,NA,NA,10.1111/j.1365-3180.2010.00811.x,NA,Not compare simplifiedd vs diversified
1161,1318,Low-intensity agriculture increases farmland bird abundances in france,"Doxa, Aggeliki; Bas, Yves; Paracchini, Maria Luisa; Pointereau, Philippe; Terres, Jean-Michel; Jiguet, Frederic",2010,JOURNAL OF APPLIED ECOLOGY,47,NA,NA,1348,1356,NA,NA,10.1111/j.1365-2664.2010.01869.x,NA,Different Output 
1162,1319,Landscape-level effects on avifauna within tropical agriculture in the western ghats: insights for management and conservation,"Ranganathan, Jai; Krishnaswamy, Jagdish; Anand, M. O.",2010,BIOLOGICAL CONSERVATION,143,NA,NA,2909,2917,NA,NA,10.1016/j.biocon.2010.04.018,NA,Irrelevant 
1163,1320,Impact of groundcover manipulations within windbreaks on mite pests and their natural enemies,"Tsitsilas, Angelos; Hoffmann, Ary A.; Weeks, Andrew R.; Umina, Paul A.",2011,AUSTRALIAN JOURNAL OF ENTOMOLOGY,50,NA,NA,37,47,NA,NA,10.1111/j.1440-6055.2010.00779.x,NA,Not compare biodiversity
1164,1321,The influence of carpathian landscape scale on spider communities,"Urak, I.; Hartel, T.; Balog, A.",2010,ARCHIVES OF BIOLOGICAL SCIENCES,62,NA,NA,1231,1237,NA,NA,10.2298/ABS1004231U,NA,Not compare simplifiedd vs diversified
1165,1322,The influence of fine-scale habitat heterogeneity on invertebrate assemblage structure in upland semi-natural grassland,"Cole, Lorna J.; Pollock, Meg L.; Robertson, Duncan; Holland, John P.; McCracken, David I.; Harrison, William",2010,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,136,NA,NA,69,80,NA,NA,10.1016/j.agee.2009.11.010,NA,Not compare simplifiedd vs diversified
1166,1324,Effects of land-use and land-cover pattern on landscape-scale biodiversity in the european alps,"Zimmermann, Patrick; Tasser, Erich; Leitinger, Georg; Tappeiner, Ulrike",2010,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,139,NA,NA,13,22,NA,NA,10.1016/j.agee.2010.06.010,NA,Not compare simplifiedd vs diversified
1167,1325,"Surface-active arthropods in organic vineyards, integrated vineyards and natural habitat in the cape floristic region","Gaigher, R.; Samways, M. J.",2010,JOURNAL OF INSECT CONSERVATION,14,NA,NA,595,605,NA,NA,10.1007/s10841-010-9286-2,NA,Missing data
1168,1326,Spatial scaling of arbuscular mycorrhizal fungal diversity is affected by farming practice,"van der Gast, Christopher J.; Gosling, Paul; Tiwari, Bela; Bending, Gary D.",2011,ENVIRONMENTAL MICROBIOLOGY,13,NA,NA,241,249,NA,NA,10.1111/j.1462-2920.2010.02326.x,NA,Not compare biodiversity
1169,1327,Multi-scale effects of landscape complexity and crop management on pollen beetle parasitism rate,"Rusch, Adrien; Valantin-Morison, Muriel; Sarthou, Jean-Pierre; Roger-Estrade, Jean",2011,LANDSCAPE ECOLOGY,26,NA,NA,473,486,NA,NA,10.1007/s10980-011-9573-7,NA,Irrelevant 
1170,1328,Risk of agricultural practices and habitat change to farmland birds,"Kirk, David Anthony; Lindsay, Kathryn E.; Brook, Rodney W.",2011,AVIAN CONSERVATION AND ECOLOGY,6,NA,NA,NA,NA,NA,NA,10.5751/ACE-00446-060105,NA,Not compare biodiversity
1171,1329,Land use and biodiversity congruences at local scale: applications to conservation strategies,"Vera, P.; Sasa, M.; Encabo, S. I.; Barba, E.; Belda, E. J.; Monros, J. S.",2011,BIODIVERSITY AND CONSERVATION,20,NA,NA,1287,1317,NA,NA,10.1007/s10531-011-0028-x,NA,Not compare simplifiedd vs diversified
1172,1330,"A multi-scale, landscape approach to predicting insect populations in agroecosystems","O'Rourke, Megan E.; Rienzo-Stack, Kaitlin; Power, Alison G.",2011,ECOLOGICAL APPLICATIONS,21,NA,NA,1782,1791,NA,NA,NA,NA,Not compare simplifiedd vs diversified
1173,1331,Changes in management modify agro-diversity in sainfoin swards in the eastern pyrenees,"Sebastia, Maria-Teresa; Palero, Noemi; de Bello, Francesco",2011,AGRONOMY FOR SUSTAINABLE DEVELOPMENT,31,NA,NA,533,540,NA,NA,10.1007/s13593-011-0008-2,NA,Not compare biodiversity
1174,1332,"Effects of local-scale management on herbaceous plant communities in brigalow (acacia harpophylla) agroecosystems of southern queensland, australia","Collard, Stuart J.; Le Brocque, Andrew F.; Zammit, Charlie",2011,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,142,NA,NA,176,183,NA,NA,10.1016/j.agee.2011.05.001,NA,Not compare simplifiedd vs diversified
